ID	description	image	product	period	repository	production site	find site	style	motif	technique	structure	culture	composition	component	thread 1	material	type of torsion	colour of the thread strands	thickness	direction of torsion	torsion of thread	thread 2	thread 3	fabric	colour	number of colour layers	contrast	finish	motif attribute	scene	sequence	symmetry	size	usage	direction of warp	thread 4	thread 5	thread 6
ILCA_MNA039	"Bolsa agropastoril pequeña, probablemente un semillero, de la región lacustre, en faz de urdimbre, elaborada en fibra de camélido.
La construcción es de una sola pieza doblada en la mitad y cosida en los costados con encandelillado simple, de hilos de color café y blanco.
La composición es asimétrica, de listas medianas de color negro y blanco natural, intercaladas con tres bandas de peinecillo con color intercalado (k'uthu) con conteo por impar (3|2|3|2) en café y blanco, una banda mayor y dos bandas menor.
 La estructura de la banda con técnica de peinecillo es de dos.
La bolsa tiene varios hilos sueltos.

"	['MNA039_IMG_7151.jpg', 'MNA039_IMG_7153.jpg']	Seedbag	Colonial Period (1535-1824 AD)	National Archaeological Museum, website	Bolivia, North Altiplano, Region of lake Titicaca, Bolivia	Bolivia, North Altiplano	Omasuyos	Medium-sized stripe, Multiple ladder motif	Multiple ladder technique, with odd count, 2|3, 3|3 and 5|5	Simple warp-faced structure, warped in 2 layers	Aymara-Omasuyos	Band, Grouping of bands, Grouping of strips	Structural component	Warp thread	Probably llama						Weft thread		Warp-faced cloth	Grey, Greyish white, Reddish brown		Intermediate	Constructed opening, Overcasting stitch, buttonhole stitch										
ILCA_MNA040	"Banda angosta larga (probablemente una faja mortuoria), en faz de urdimbre, elaborada en fibra de camélido, probablemente llama.
A los dos extremos tiene cordón torcido adjuntado.
Carece de acabado.
La estructura es urdida a dos, y la técnica de escogido con varios conteos (1|1 y 2|2, etc.).
La composición, comenzando de en extremo, es de motivos de ornitomorfos (pelícanos), serpentiformes largos en zigzag, motivo X en base a un rombo con seis apéndices, con voluta adentro, y mas aves (pelícanos).
La gama cromática es de colores azul (ahora verde) y rojo.
Por su iconografía es probablemente de la costa.
"	['MNA040_IMG_7154.jpg', 'MNA040_IMG_7156.jpg', 'MNA040_IMG_7159.jpg', 'MNA040_IMG_7160.jpg', 'MNA040_IMG_7163.jpg', 'MNA040_IMG_7164.jpg', 'MNA040_IMG_7166.jpg', 'MNA040_IMG_7168.jpg', 'MNA040_IMG_7169.jpg']	Narrow belt	Early Intermediate (200 BC-600 AD)	National Archaeological Museum, website	Paracas, Peru, South coast	Bolivia, North Altiplano	Paracas (Necropolis)	'X' motif, Bird in general, Serpent-like	Selected technique with basic odd count, 1|1	Simple warp-faced structure, warped in 2 layers	Paracas	Band	Structural component	Warp thread	Probably llama						Weft thread		Warp-faced cloth	Blue, Green, Reddish brown, Reddish orange		Major contrast											
ILCA_MNA041	"Faja-bolsa fina y pequeña, de estilo Inka, en faz de urdimbre, elaborada en fibra de camélido.
La construcción es de una sola pieza doblada en el eje longitudinal.
Tiene huatos entrelazados adjuntados a ambos extremos.
Como acabado, cuenta con anillado cruzado simple en los tres bordes.
En la composición, los huatos tienen motivos de zigzag (link'u).
La parte de adelante tiene motivos en camino (aywira) y luego volutas, ambos en forma oblicua.
Tiene tres bandas de café claro e intermedio y lo demás es de rojo oscuro, verde y azul.
Termina la parte de adelante con peinecillo con color en fila (patapata).
La parte atrás tiene listas intermedias en colores café intermedio y café oscuro.
La parte de adelante de la faja-bolsa con diseños tiene una estructura urdida a dos y la técnica de escogido con conteo por impar derivado, 2|1.
La parte de atrás tiene una estructura simple, urdida en uno, y técnica llana.
Tiene la misma gama de tintes de cafés, azules, verdes y rojos que el objeto ILCA_MNA040.
"	['MNA041_IMG_7174.jpg', 'MNA041_IMG_7176.jpg', 'MNA041_IMG_7179.jpg', 'MNA041_IMG_7181.jpg', 'MNA041_IMG_7182.jpg', 'MNA041_IMG_7183.jpg', 'MNA041_IMG_7185.jpg', 'MNA041_IMG_7187.jpg']	Bag-belt	Late Horizon (1470-1535 AD)	National Archaeological Museum, website	Peru, South coast	Bolivia	Inka	Abstract zigzag, Branching volutes, Path, Single ladder motif, Stripe	Selected technique with derived odd count, 2|1	Simple warp-faced structure, warped in 2 layers	Inka	Band, Grouping of strips	Structural component	Warp thread	Probably llama						Weft thread		Oblique interlacing, Warp-faced cloth	Blue, Brown, Greenish-blue, Grey, Greyish white, Pink, Reddish brown, Reddish orange, Sage green		Minor contrast	Constructed opening, Simple cross-knit loop stitch in one single colour			Diagonal							
ILCA_MSF001	"Bolsa-chuspa inka pequeña, de forma cuadrada, en faz de urdimbre, elaborada en fibra de camélido.
Consta de dos piezas: la pieza principal doblada y un correa adjuntada a ambos lados de la parte superior.
El acabado en los costados es de anillado cruzado simple en varios colores (rojo, blanco, negro) y en la abertura de la boca de la bolsa tiene encandelillado (en hilo rojo).
La composición de la pieza es simétrica en torno al eje central.
Tiene siete bloques de listas medianas en pares de color natural, y en cada agrupación se tiene una lista central con jaspeado (ch'imi) por hilo de urdimbre en negro y blanco, y flanqueando el grupo se tiene bandas angostas de peinecillo con color en fila (patapata).
El eje central tiene en par de listas en blanco, luego son de café medio, café claro y finalmente en los bordes, de café oscuro.
En la parte llana la estructura es simple, urdida en uno, y en las bandas de técnica de peinecillo es urdida a dos.
La correa tiene en los bordes la técnica de doble tela y en la parte central la técnica es de peinecillo con color en fila y con figura (patapat palla), con conteo por par, 2|2.
Los motivos son rombos en fila horizontal con puntos adentro, líneas horizontales en zigzag, rombos encadenados, y partes de rombos encadenados, cada grupo con una separación de filas de peinecillo (patapata) entre los diseños.
La gama cromática es de tonos de cafés, blanco, negro y rojo.
"	['MSF001_IMG_1582.jpg', 'MSF001_IMG_1586.jpg', 'MSF001_IMG_1588.jpg', 'MSF001_IMG_1589.jpg', 'MSF001_IMG_1735.jpg', 'MSF001_IMG_1736.jpg', 'MSF001_IMG_1737.jpg', 'MSF001_S1_1588.png']	Ceremonial coca bag	Late Horizon (1470-1535 AD)	National Museum of Ethnography and Folklore, website	Peru, South coast	Bolivia	Provincial Inka	Diamond in general, Medium-sized stripe, Narrow stripe, Single ladder motif, Zigzag	Single ladder technique with figure, and and even count, 2|2, with circular weft	Complex warp-faced structure, warped in 4 layers	Inka	Grouping of bands (type 1), Grouping of strips	Added component, Structural component	Warp thread	Camelid fibre						Weft thread		Warp-faced cloth	Brown, Grey, Pink, Reddish violet, Yellowish white		Major contrast	Complex cross-knit loop stitch in one single colour, Constructed opening	With a seed inside									
ILCA_MSF002	"Bolsa-chuspa en una sola pieza, pero está desatada y desdoblada.
Es de forma trapezoidal, en faz de urdimbre, elaborada en fibra de camélido, de estilo Mojocoya.
No presenta costuras ni acabado.
La parte adelante tiene motivos y la parte detrás en llana de color rojo.
La composición iconográfica es de tres bandas horizontales.
La banda superior es de cuatro segmentos, cada uno con una llama felinizada de forma distinta.
La llama felinizada está en perfil con mirada hacia la izquierda, y tiene pezuñas exageradas con siete volutas y como semilla adentro.
Sus colas son levantadas.
Dentro del cuerpo hay una fila horizontal de puntos (o semillas).
En los intersticios de los motivos, se tiene una cría de llama felinizada, motivos S y semillas.
En la banda central se tiene de forma intercalada dos motivos antropomorfos y dos de llamas felinizadas.
La figura antropomorfizado es frontal, parece masculina, tiene tocado, manos grandes extendidas hacia abajo, y tiene cuadrados y puntos en filas en su cuerpo, y dos cuadrados (o semillas) arriba y abajo en el mismo segmento.
Las llamas felinizadas igualmente están en perfil con mirada hacia la izquierda, tienen garras esta vez, lomos exagerados como cerros, puntos en fila en su cuerpo, y motivos S y semillas en los intersticios.
La banda inferior tiene trece filas verticales de pares de trono y lengua entrelazados.
La estructura de la pieza es de dos capas, y la técnica es de doble tela, de tipo funerario.
La gama cromática es de rojo y blanco.
"	['MSF002_IMG_1594.jpg', 'MSF002_IMG_1595.jpg', 'MSF002_IMG_1596.jpg', 'MSF002_IMG_1732.jpg', 'MSF002_IMG_1733.jpg', 'MSF002_S1_1594.png']	Ceremonial coca bag	Middle Horizon (600-1000 AD)	National Museum of Ethnography and Folklore, website	Bolivia, Central Interandean Valleys, Mojocoya		Mojocoya	Anthropomorph in general, General camelid, Linear 'S' motif, Tongue and throne motif	Simple double cloth technique, with 2 wefts	Simple warp-faced structure, warped in 2 layers		Band	Structural component	Warp thread	Camelid fibre						Weft thread		Warp-faced cloth	Reddish violet, Yellowish white		Major contrast	Constructed opening	With a seed, With arms downward, With claws		Interlaced							
ILCA_MSF003	"Faja mortuoria larga, en faz de urdimbre, elaborada de fibra de camélido.
No tiene costuras.
Uno de los extremos tiene una terminación en trenzados.
Tiene dos cordeles trenzados adjuntados en los dos extremos.
La composición es de una banda de diseños en el eje longitudinal organizada en bloques de motivos separados por las filas de color del peinecillo (patapata), y flanqueada por listas en color blanco en los dos bordes.
Los motivos son de filas horizontales de rombos con semillas adentro, filas horizontales de hexágonos como semillas, filas de rombos concéntricos, filas de rombos en pares, intercaladas con semillas, filas de hexágonos con seis apéndices, y segmentos de camino (siyanu) con volutas, y serpientes bicéfalas con semillas adentro y en los intersticios.
La estructura de la faja es urdida a dos, y la técnica es escogido con un conteo por impar básico, 1|1 (maya palla) y por impar derivado, 2|1 (ch'ulla palla), en colores blanco y azul.
"	['MSF003_IMG_1601.jpg', 'MSF003_IMG_1603.jpg', 'MSF003_IMG_1604.jpg', 'MSF003_IMG_1607.jpg', 'MSF003_IMG_1609.jpg', 'MSF003_IMG_1613.jpg', 'MSF003_S1_1613.png']	Funerary belt	Late Intermediate (1000-1470 AD)	National Museum of Ethnography and Folklore, website	Central coast, Chancay, Peru		Chancay	Diamond in general, Hexagon with radiating elements, Keys of Charazani, Narrow stripe, Seed-eye, Serpent, Single ladder motif	Selected technique with basic odd count, 1|1, and 1 weft	Simple warp-faced structure, warped in 2 layers	Chancay	Band	Structural component	Warp thread	Camelid fibre						Weft thread		Warp-faced cloth	Blue, Yellowish brown		Major contrast	Simple plaited warp fringe, Simple plaited warp fringe, Simple braided warp fringe	Two-headed, With a seed inside		Concentric							
ILCA_MSF004	"Faja mortuoria larga en faz de urdimbre, elaborada en fibra de camélido.
No presenta costuras ni acabados.
La composición es de una banda de diseños en el eje longitudinal, flanqueada por una lista de color rojo en los dos bordes.
La estructura es urdida a dos, con técnica de escogido con conteo por tres, 3|3.
La composición es de chevrones (pallqa) en toda la pieza.
La gama cromática es de colores blanco, rojo y azul.
"	['MSF004_IMG_1615.jpg', 'MSF004_IMG_1616.jpg', 'MSF004_IMG_1617.jpg', 'MSF004_S1_1617.png']	Funerary belt	Late Intermediate (1000-1470 AD)	National Museum of Ethnography and Folklore, website	Central coast, Peru			Bifurcation, Narrow stripe	Selected technique counted in threes, 3|3, with 1 weft	Simple warp-faced structure, warped in 2 layers		Band, Grouping of strips	Structural component	Warp thread	Camelid fibre						Weft thread		Warp-faced cloth	Blue, Red, Yellowish white		Major contrast					Axial symmetry, Translation						
ILCA_MSF005	"Fragmento de faja en faz de urdimbre, elaborada en fibra de camélido.
No tiene ni costuras ni acabado.
La composición es de una banda de diseños en el eje longitudinal, con listas angostas en los dos bordes.
Los motivos en la parte central son principalmente dos filas de zigzags (link'u) con semillas en las puntas.
En algunas secciones de la faja estos zigzags van en paralelo, en otras secciones su coincidencia forman rombos y en otras secciones se tiene solamente chevrones.
Hay separaciones de peinecillo con color en fila (patapata) entre algunas secciones.
La estructura de la banda de diseños es urdida a dos, y tiene técnica de escogido con conteo por cuatro, 4|4 (pusi palla).
La gama cromática es de tonos cafés, amarillo, azul y blanco.
"	['MSF005_IMG_1622.jpg', 'MSF005_IMG_1623.jpg', 'MSF005_IMG_1625.jpg']	Funerary belt	Late Intermediate (1000-1470 AD)	National Museum of Ethnography and Folklore, website	Central coast, Peru			Bifurcation, Diamond in general, Narrow stripe, Single ladder motif, Zigzag	Selected technique counted in fours, 4|4	Simple warp-faced structure, warped in 2 layers		Band	Structural component	Warp thread	Camelid fibre						Weft thread		Warp-faced cloth	Blue, Brown, Reddish brown, Yellowish brown, Yellowish white		Major contrast		With seed/s in the interstices									
ILCA_MSF006	"Faja ancha en faz de urdimbre, elaborada en fibra de camélido.
No tiene costuras.
El acabado a un extremo es recto con restos de un cordón adjuntado.
La composición es de una banda mayor en el eje longitudinal de líneas en diagonal.
Está flanqueada por bandas menores a los costados con motivos en segmentos (tika), de Z, zigzag y líneas en diagonal.
Los bordes laterales tienen listas angostas en rojo.
La banda mayor en la parte central está urdida en tres capas con técnica de escogido con conteo por par, 2|2, y las bandas menores laterales están urdidas en cuatro capas, igualmente con técnica de escogido con conteo por par, 2|2.
La terminación de la faja está en peinecillo con color en fila (patapata), urdido a dos.
La gama cromática es de rojo, tonos cafés, amarillos y azules.
"	['MSF006_IMG_1627.jpg', 'MSF006_IMG_1630.jpg', 'MSF006_IMG_1632.jpg']	Wide belt	Middle Horizon (600-1000 AD)	National Museum of Ethnography and Folklore, website	Central coast, Peru			'Z' motif, Line in general, Narrow stripe, Single ladder motif, Zigzag	Selected technique counted in pairs, 2|2	Complex warp-faced structure, warped in 4 layers		Grouping of bands, Grouping of strips	Added component, Structural component	Warp thread	Probably llama						Weft thread		Warp-faced cloth	Blue, Brown, Greenish-blue, Reddish brown, Reddish violet, Yellowish brown		Major contrast				Diagonal							
ILCA_MSF007	"Fragmento de panel, compuesto por tres piezas.
La parte principal es un panel en técnica de tapiz ranurado, con motivos de zigzags, en rojo y amarillo.
La estructura es simple, urdida a uno.
En la parte superior, se tiene una banda adjuntada con puntada en diagonal, en faz de urdimbre, urdida a dos en técnica de escogido con conteo por par, 2|2 (paris palla).
Tiene diseños organizados en segmentos de gato-felino en colores rojo, amarillo y café en los bordes.
En la parte inferior se tiene adjuntada una banda de tapiz de un solo color, con flecadura con borlas.
"	['MSF007_IMG_1636.jpg', 'MSF007_IMG_1638.jpg', 'MSF007_IMG_1639.jpg', 'MSF007_S1_1636.png']	Panel fragment	Late Intermediate (1000-1470 AD)	National Museum of Ethnography and Folklore, website	Central coast, Chancay, Peru		Chancay	Feline in general, Narrow stripe, Rectangle, Zigzag	Selected technique counted in pairs, 2|2, and 1 weft	Simple warp-faced structure, warped in 2 layers	Chancay		Structural component	Warp thread	Camelid fibre						Weft thread		Warp-faced cloth, Weft-faced cloth	Orange, Pink, Reddish violet, Yellowish brown		Major contrast											
